kappa,lambda,mean_loglik
0.43570197602414246,0.2540730953940195,8.818137092628879
0.43570197602414246,0.29031174724552056,8.81848505720098
0.43570197602414246,0.33171914742898384,8.818831654833899
0.43570197602414246,0.37903251871496474,8.819175205200162
0.43570197602414246,0.4330942345562576,8.819513723026201
0.43570197602414246,0.49486681681506367,8.81984487246587
0.43570197602414246,0.5654500726281616,8.820165915175211
0.43570197602414246,0.6461006755170664,8.820473651150015
0.43570197602414246,0.7382545393678304,8.820764351211531
0.43570197602414246,0.8435523836297413,8.821033679828455
0.43570197602414246,0.9638689448990682,8.821276606748294
0.43570197602414246,1.101346354974709,8.821487305681059
0.43570197602414246,1.2584322796530119,8.821659038033253
0.43570197602414246,1.4379234972898627,8.821784019428751
0.43570197602414246,1.6430156930084603,8.821853266469557
0.43570197602414246,1.8773603550953688,8.821856420877015
0.43570197602414246,2.1451297865757275,8.821781547802338
0.43570197602414246,2.451091389442208,8.821614904694748
0.43570197602414246,2.800692544103856,8.821340676653787
0.43570197602414246,3.200157595259617,8.820940673658303
0.43570197602414246,3.656598670945743,8.820393984446532
0.43570197602414246,4.178142307793895,8.819676581108894
0.43570197602414246,4.774074136952592,8.818760867637716
0.43570197602414246,5.455004206679104,8.817615164748485
0.43570197602414246,6.233055885026829,8.816203122238614
0.43570197602414246,7.122081705876312,8.814483048977518
0.43570197602414246,8.137910001260915,8.812407149322064
0.43570197602414246,9.298626711061289,8.809920653321662
0.43570197602414246,10.62489738744535,8.806960826517217
0.43570197602414246,12.140335127062933,8.80345584345093
0.43570197602414246,13.871920981708046,8.799323507200022
0.47199031598737834,0.2540730953940195,8.817980439066908
0.47199031598737834,0.29031174724552056,8.818329548362229
0.47199031598737834,0.33171914742898384,8.818677396033657
0.47199031598737834,0.37903251871496474,8.819022313056642
0.47199031598737834,0.4330942345562576,8.819362327118373
0.47199031598737834,0.49486681681506367,8.819695117179743
0.47199031598737834,0.5654500726281616,8.820017961752757
0.47199031598737834,0.6461006755170664,8.820327679954952
0.47199031598737834,0.7382545393678304,8.820620564226044
0.47199031598737834,0.8435523836297413,8.820892303395025
0.47199031598737834,0.9638689448990682,8.821137894571502
0.47199031598737834,1.101346354974709,8.821351542105749
0.47199031598737834,1.2584322796530119,8.821526541618375
0.47199031598737834,1.4379234972898627,8.821655146840321
0.47199031598737834,1.6430156930084603,8.821728416722626
0.47199031598737834,1.8773603550953688,8.821736039965076
0.47199031598737834,2.1451297865757275,8.821666133764452
0.47199031598737834,2.451091389442208,8.821505013185677
0.47199031598737834,2.800692544103856,8.821236927100967
0.47199031598737834,3.200157595259617,8.820843756111225
0.47199031598737834,3.656598670945743,8.82030466724843
0.47199031598737834,4.178142307793895,8.819595719547186
0.47199031598737834,4.774074136952592,8.81868941375822
0.47199031598737834,5.455004206679104,8.817554178549395
0.47199031598737834,6.233055885026829,8.816153784494631
0.47199031598737834,7.122081705876312,8.814446675984133
0.47199031598737834,8.137910001260915,8.81238520989693
0.47199031598737834,9.298626711061289,8.809914788457226
0.47199031598737834,10.62489738744535,8.80697287214939
0.47199031598737834,12.140335127062933,8.803487856896975
0.47199031598737834,13.871920981708046,8.79937779793014
0.5113010053769442,0.2540730953940195,8.81780016090294
0.5113010053769442,0.29031174724552056,8.818150281412153
0.5113010053769442,0.33171914742898384,8.818499243527437
