period,model,marginal,copula,horizon_minutes,n_pairs,finite_score_coverage,mean_log_score,comparison_group,evaluation_error
training_2021_2023,MonotoneSpline_Frank,MonotoneSpline,Frank,1440,40000,1.0,6.569941301824519,log_price_density,
validation_2024,MonotoneSpline_Frank,MonotoneSpline,Frank,5,40000,1.0,7.487872641565776,log_price_density,
validation_2024,MonotoneSpline_Frank,MonotoneSpline,Frank,60,40000,1.0,5.887621003238445,log_price_density,
validation_2024,MonotoneSpline_Frank,MonotoneSpline,Frank,360,40000,1.0,5.2335742524573305,log_price_density,
validation_2024,MonotoneSpline_Frank,MonotoneSpline,Frank,1440,40000,1.0,5.218247143689485,log_price_density,
test_2025,MonotoneSpline_Frank,MonotoneSpline,Frank,5,40000,1.0,7.750235202637315,log_price_density,
test_2025,MonotoneSpline_Frank,MonotoneSpline,Frank,60,40000,1.0,6.15556294927786,log_price_density,
test_2025,MonotoneSpline_Frank,MonotoneSpline,Frank,360,40000,1.0,5.618674946035911,log_price_density,
test_2025,MonotoneSpline_Frank,MonotoneSpline,Frank,1440,40000,1.0,5.6219040147456045,log_price_density,
training_2021_2023,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,5,40000,1.0,8.677024975672806,log_price_density,
training_2021_2023,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,60,40000,1.0,8.414509950176237,log_price_density,
training_2021_2023,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,360,40000,1.0,7.505264478661947,log_price_density,
training_2021_2023,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,1440,40000,1.0,6.570100564236389,log_price_density,
validation_2024,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,5,40000,1.0,5.754064005333686,log_price_density,
validation_2024,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,60,40000,1.0,5.2027176269952795,log_price_density,
validation_2024,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,360,40000,1.0,5.334539705637362,log_price_density,
validation_2024,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,1440,40000,1.0,5.218262117437339,log_price_density,
test_2025,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,5,40000,1.0,6.1100260638368855,log_price_density,
test_2025,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,60,40000,1.0,5.6688006102297575,log_price_density,
test_2025,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,360,40000,1.0,5.769450359636211,log_price_density,
test_2025,MonotoneSpline_FrankMixed,MonotoneSpline,FrankMixed,1440,40000,1.0,5.621927513014074,log_price_density,
training_2021_2023,MonotoneSpline_Clayton,MonotoneSpline,Clayton,5,40000,1.0,8.118922993125064,log_price_density,
training_2021_2023,MonotoneSpline_Clayton,MonotoneSpline,Clayton,60,40000,1.0,7.060150995467021,log_price_density,
training_2021_2023,MonotoneSpline_Clayton,MonotoneSpline,Clayton,360,40000,1.0,6.572209618517617,log_price_density,
training_2021_2023,MonotoneSpline_Clayton,MonotoneSpline,Clayton,1440,40000,1.0,6.569940506895544,log_price_density,
validation_2024,MonotoneSpline_Clayton,MonotoneSpline,Clayton,5,40000,1.0,7.693377410887927,log_price_density,
validation_2024,MonotoneSpline_Clayton,MonotoneSpline,Clayton,60,40000,1.0,5.846533273080737,log_price_density,
validation_2024,MonotoneSpline_Clayton,MonotoneSpline,Clayton,360,40000,1.0,5.225278976996943,log_price_density,
validation_2024,MonotoneSpline_Clayton,MonotoneSpline,Clayton,1440,40000,1.0,5.2182461650588525,log_price_density,
test_2025,MonotoneSpline_Clayton,MonotoneSpline,Clayton,5,40000,1.0,7.931108596411825,log_price_density,
test_2025,MonotoneSpline_Clayton,MonotoneSpline,Clayton,60,40000,1.0,6.0753649848881945,log_price_density,
test_2025,MonotoneSpline_Clayton,MonotoneSpline,Clayton,360,40000,1.0,5.612508864614032,log_price_density,
test_2025,MonotoneSpline_Clayton,MonotoneSpline,Clayton,1440,40000,1.0,5.621903329565749,log_price_density,
training_2021_2023,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,5,40000,1.0,8.768458614100394,log_price_density,
training_2021_2023,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,60,40000,1.0,8.524457840559117,log_price_density,
training_2021_2023,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,360,40000,1.0,7.545508440756005,log_price_density,
training_2021_2023,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,1440,40000,1.0,6.570178303219674,log_price_density,
validation_2024,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,5,40000,1.0,5.338421729744774,log_price_density,
validation_2024,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,60,40000,1.0,5.1158296033942126,log_price_density,
validation_2024,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,360,40000,1.0,5.325175796152136,log_price_density,
validation_2024,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,1440,40000,1.0,5.218264890459137,log_price_density,
test_2025,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,5,40000,1.0,5.819617635048347,log_price_density,
test_2025,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,60,40000,1.0,5.612612529490836,log_price_density,
test_2025,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,360,40000,1.0,5.76743413530549,log_price_density,
test_2025,MonotoneSpline_ClaytonMixed,MonotoneSpline,ClaytonMixed,1440,40000,1.0,5.621929500563065,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,5,40000,1.0,8.161095778178016,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,60,40000,1.0,7.025817005745789,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,360,40000,1.0,6.571875045890655,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,1440,40000,1.0,6.5699405048154835,log_price_density,
validation_2024,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,5,40000,1.0,7.187943051059995,log_price_density,
validation_2024,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,60,40000,1.0,5.6673678769387275,log_price_density,
validation_2024,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,360,40000,1.0,5.224091641153943,log_price_density,
validation_2024,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,1440,40000,1.0,5.218246155615081,log_price_density,
test_2025,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,5,40000,1.0,7.450313686858912,log_price_density,
test_2025,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,60,40000,1.0,5.917285456456375,log_price_density,
test_2025,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,360,40000,1.0,5.611807528789331,log_price_density,
test_2025,MonotoneSpline_SurvivalClayton,MonotoneSpline,SurvivalClayton,1440,40000,1.0,5.621903324397294,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,5,40000,1.0,8.720789389342848,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,60,40000,1.0,8.452165632245785,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,360,40000,1.0,7.500910664278221,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,1440,40000,1.0,6.570143684458435,log_price_density,
validation_2024,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,5,40000,1.0,5.7610435911868185,log_price_density,
validation_2024,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,60,40000,1.0,5.266230575886752,log_price_density,
validation_2024,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,360,40000,1.0,5.340175857571657,log_price_density,
validation_2024,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,1440,40000,1.0,5.218261445380977,log_price_density,
test_2025,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,5,40000,1.0,6.277030400889208,log_price_density,
test_2025,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,60,40000,1.0,5.755724633535982,log_price_density,
test_2025,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,360,40000,1.0,5.7760470974562885,log_price_density,
test_2025,MonotoneSpline_SurvivalClaytonMixed,MonotoneSpline,SurvivalClaytonMixed,1440,40000,1.0,5.621923894065389,log_price_density,
training_2021_2023,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,5,40000,1.0,8.334927198823026,log_price_density,
training_2021_2023,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,60,40000,1.0,7.305876524240042,log_price_density,
training_2021_2023,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,360,40000,1.0,6.596275649624318,log_price_density,
training_2021_2023,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,1440,40000,1.0,6.5699405281020615,log_price_density,
validation_2024,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,5,40000,1.0,7.645027647567456,log_price_density,
validation_2024,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,60,40000,1.0,5.98040537367039,log_price_density,
validation_2024,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,360,40000,1.0,5.241712253941427,log_price_density,
validation_2024,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,1440,40000,1.0,5.218246163300921,log_price_density,
test_2025,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,5,40000,1.0,7.816604500694434,log_price_density,
test_2025,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,60,40000,1.0,6.183839999483403,log_price_density,
test_2025,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,360,40000,1.0,5.62175351124829,log_price_density,
test_2025,MonotoneSpline_Gumbel,MonotoneSpline,Gumbel,1440,40000,1.0,5.621903328900775,log_price_density,
training_2021_2023,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,5,40000,1.0,8.603695394906463,log_price_density,
training_2021_2023,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,60,40000,1.0,8.377111414902295,log_price_density,
training_2021_2023,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,360,40000,1.0,7.464276766926006,log_price_density,
training_2021_2023,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,1440,40000,1.0,6.57002012827048,log_price_density,
validation_2024,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,5,40000,1.0,5.452867264857686,log_price_density,
validation_2024,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,60,40000,1.0,5.114730643448849,log_price_density,
validation_2024,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,360,40000,1.0,5.310394352626735,log_price_density,
validation_2024,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,1440,40000,1.0,5.218253196370158,log_price_density,
test_2025,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,5,40000,1.0,6.018171531852381,log_price_density,
test_2025,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,60,40000,1.0,5.642671971324886,log_price_density,
test_2025,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,360,40000,1.0,5.752733997543973,log_price_density,
test_2025,MonotoneSpline_GumbelMixed,MonotoneSpline,GumbelMixed,1440,40000,1.0,5.62191255050047,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,5,40000,1.0,8.298889233135542,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,60,40000,1.0,7.334363286237422,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,360,40000,1.0,6.598977609038161,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,1440,40000,1.0,6.569940529670304,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,5,40000,1.0,7.840720069328128,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,60,40000,1.0,6.117480911497499,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,360,40000,1.0,5.2569087730865505,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,1440,40000,1.0,5.218246187525989,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,5,40000,1.0,7.990573871826314,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,60,40000,1.0,6.318778870078158,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,360,40000,1.0,5.630218011503247,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbel,MonotoneSpline,SurvivalGumbel,1440,40000,1.0,5.62190333896924,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,5,40000,1.0,8.61698394137648,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,60,40000,1.0,8.402295721206237,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,360,40000,1.0,7.4742619572172275,log_price_density,
training_2021_2023,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,1440,40000,1.0,6.570118350078136,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,5,40000,1.0,5.251522867772273,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,60,40000,1.0,5.069942739777247,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,360,40000,1.0,5.308932340230032,log_price_density,
validation_2024,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,1440,40000,1.0,5.218259705615751,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,5,40000,1.0,5.808250286533875,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,60,40000,1.0,5.591500569525704,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,360,40000,1.0,5.750842776864767,log_price_density,
test_2025,MonotoneSpline_SurvivalGumbelMixed,MonotoneSpline,SurvivalGumbelMixed,1440,40000,1.0,5.6219228284957055,log_price_density,
training_2021_2023,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,5,40000,1.0,7.7007358464797795,log_price_density,
training_2021_2023,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,60,40000,1.0,7.094758178769933,log_price_density,
training_2021_2023,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,360,40000,1.0,6.556425441026611,log_price_density,
training_2021_2023,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,1440,40000,1.0,6.084361650723314,log_price_density,
validation_2024,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,5,40000,1.0,7.939380237023493,log_price_density,
validation_2024,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,60,40000,1.0,7.3293895383935395,log_price_density,
validation_2024,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,360,40000,1.0,6.735344743663796,log_price_density,
validation_2024,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,1440,40000,1.0,6.281234189119277,log_price_density,
test_2025,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,5,40000,1.0,7.980584669005286,log_price_density,
test_2025,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,60,40000,1.0,7.456201717724686,log_price_density,
test_2025,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,360,40000,1.0,6.8847633061572475,log_price_density,
test_2025,Normal_TwoScaleGaussian,Normal,TwoScaleGaussian,1440,40000,1.0,6.394520587246913,log_price_density,
training_2021_2023,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,5,40000,1.0,8.014587192734044,log_price_density,
training_2021_2023,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,60,40000,1.0,7.49518434784301,log_price_density,
training_2021_2023,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,360,40000,1.0,7.002139560269694,log_price_density,
training_2021_2023,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,1440,40000,1.0,6.59543479072722,log_price_density,
validation_2024,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,5,40000,1.0,8.212356879622426,log_price_density,
validation_2024,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,60,40000,1.0,7.479404865541453,log_price_density,
validation_2024,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,360,40000,1.0,6.840720143359541,log_price_density,
validation_2024,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,1440,40000,1.0,6.4265315226604205,log_price_density,
test_2025,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,5,40000,1.0,8.441081847093546,log_price_density,
test_2025,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,60,40000,1.0,7.869322225637749,log_price_density,
test_2025,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,360,40000,1.0,7.271337377878384,log_price_density,
test_2025,StudentT_TwoScaleGaussian,StudentT,TwoScaleGaussian,1440,40000,1.0,6.79997291992727,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,5,40000,1.0,8.013129517222767,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,60,40000,1.0,7.493230850986566,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,360,40000,1.0,7.000176181386753,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,1440,40000,1.0,6.593929010061109,log_price_density,
validation_2024,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,5,40000,1.0,8.207480665376274,log_price_density,
validation_2024,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,60,40000,1.0,7.474990269109975,log_price_density,
validation_2024,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,360,40000,1.0,6.836821875928328,log_price_density,
validation_2024,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,1440,40000,1.0,6.424355311161025,log_price_density,
test_2025,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,5,40000,1.0,8.436453401264357,log_price_density,
test_2025,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,60,40000,1.0,7.865377782142142,log_price_density,
test_2025,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,360,40000,1.0,7.2681519126663146,log_price_density,
test_2025,SkewStudentT_TwoScaleGaussian,SkewStudentT,TwoScaleGaussian,1440,40000,1.0,6.7976441245532655,log_price_density,
training_2021_2023,GED_TwoScaleGaussian,GED,TwoScaleGaussian,5,40000,1.0,7.9710117163775065,log_price_density,
training_2021_2023,GED_TwoScaleGaussian,GED,TwoScaleGaussian,60,40000,1.0,7.4587238934859545,log_price_density,
training_2021_2023,GED_TwoScaleGaussian,GED,TwoScaleGaussian,360,40000,1.0,6.964489102984933,log_price_density,
training_2021_2023,GED_TwoScaleGaussian,GED,TwoScaleGaussian,1440,40000,1.0,6.5651463498386935,log_price_density,
validation_2024,GED_TwoScaleGaussian,GED,TwoScaleGaussian,5,40000,1.0,8.122141663821788,log_price_density,
validation_2024,GED_TwoScaleGaussian,GED,TwoScaleGaussian,60,40000,1.0,7.409711083985094,log_price_density,
validation_2024,GED_TwoScaleGaussian,GED,TwoScaleGaussian,360,40000,1.0,6.788829281123958,log_price_density,
validation_2024,GED_TwoScaleGaussian,GED,TwoScaleGaussian,1440,40000,1.0,6.367981711992227,log_price_density,
test_2025,GED_TwoScaleGaussian,GED,TwoScaleGaussian,5,40000,1.0,8.349189226891841,log_price_density,
test_2025,GED_TwoScaleGaussian,GED,TwoScaleGaussian,60,40000,1.0,7.781012537852669,log_price_density,
test_2025,GED_TwoScaleGaussian,GED,TwoScaleGaussian,360,40000,1.0,7.189373558036159,log_price_density,
test_2025,GED_TwoScaleGaussian,GED,TwoScaleGaussian,1440,40000,1.0,6.719295090245386,log_price_density,
training_2021_2023,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,5,40000,1.0,8.412353528952544,log_price_density,
training_2021_2023,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,60,40000,1.0,7.925971755001052,log_price_density,
training_2021_2023,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,360,40000,1.0,7.454140233993619,log_price_density,
training_2021_2023,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,1440,40000,1.0,7.060564256594775,log_price_density,
validation_2024,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,5,40000,1.0,7.452078336635875,log_price_density,
validation_2024,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,60,40000,1.0,6.745582579295375,log_price_density,
validation_2024,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,360,40000,1.0,6.140622030805692,log_price_density,
validation_2024,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,1440,40000,1.0,5.735470273631117,log_price_density,
test_2025,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,5,40000,1.0,7.6130176755615695,log_price_density,
test_2025,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,60,40000,1.0,7.068305991660703,log_price_density,
test_2025,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,360,40000,1.0,6.507356610759952,log_price_density,
test_2025,MonotoneSpline_TwoScaleGaussian,MonotoneSpline,TwoScaleGaussian,1440,40000,1.0,6.056064350464515,log_price_density,
training_2021_2023,Normal_TwoScaleMixed,Normal,TwoScaleMixed,5,40000,1.0,7.7596489720270325,log_price_density,
training_2021_2023,Normal_TwoScaleMixed,Normal,TwoScaleMixed,60,40000,1.0,7.257938772360847,log_price_density,
training_2021_2023,Normal_TwoScaleMixed,Normal,TwoScaleMixed,360,40000,1.0,6.759737792298782,log_price_density,
training_2021_2023,Normal_TwoScaleMixed,Normal,TwoScaleMixed,1440,40000,1.0,6.1724352941762355,log_price_density,
validation_2024,Normal_TwoScaleMixed,Normal,TwoScaleMixed,5,40000,1.0,7.990298586262892,log_price_density,
validation_2024,Normal_TwoScaleMixed,Normal,TwoScaleMixed,60,40000,1.0,7.438109455372352,log_price_density,
validation_2024,Normal_TwoScaleMixed,Normal,TwoScaleMixed,360,40000,1.0,6.8329291487127515,log_price_density,
validation_2024,Normal_TwoScaleMixed,Normal,TwoScaleMixed,1440,40000,1.0,6.293540423045519,log_price_density,
test_2025,Normal_TwoScaleMixed,Normal,TwoScaleMixed,5,40000,1.0,8.027724565272981,log_price_density,
test_2025,Normal_TwoScaleMixed,Normal,TwoScaleMixed,60,40000,1.0,7.615540478558922,log_price_density,
test_2025,Normal_TwoScaleMixed,Normal,TwoScaleMixed,360,40000,1.0,7.08916248275866,log_price_density,
test_2025,Normal_TwoScaleMixed,Normal,TwoScaleMixed,1440,40000,1.0,6.47618675180756,log_price_density,
training_2021_2023,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,5,40000,1.0,8.048462094796092,log_price_density,
training_2021_2023,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,60,40000,1.0,7.604862453780489,log_price_density,
training_2021_2023,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,360,40000,1.0,7.128743914111109,log_price_density,
training_2021_2023,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,1440,40000,1.0,6.635981108489624,log_price_density,
validation_2024,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,5,40000,1.0,8.260788548668284,log_price_density,
validation_2024,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,60,40000,1.0,7.5501284743953265,log_price_density,
validation_2024,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,360,40000,1.0,6.88290505407318,log_price_density,
validation_2024,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,1440,40000,1.0,6.405457056474075,log_price_density,
test_2025,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,5,40000,1.0,8.479590817821942,log_price_density,
test_2025,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,60,40000,1.0,7.961630387375805,log_price_density,
test_2025,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,360,40000,1.0,7.380234350284597,log_price_density,
test_2025,StudentT_TwoScaleMixed,StudentT,TwoScaleMixed,1440,40000,1.0,6.821888382879863,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,5,40000,1.0,8.046937876878214,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,60,40000,1.0,7.603403614277555,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,360,40000,1.0,7.127274287838195,log_price_density,
training_2021_2023,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,1440,40000,1.0,6.634344426971524,log_price_density,
validation_2024,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,5,40000,1.0,8.255973081152117,log_price_density,
validation_2024,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,60,40000,1.0,7.54663979000955,log_price_density,
validation_2024,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,360,40000,1.0,6.88113138804128,log_price_density,
validation_2024,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,1440,40000,1.0,6.40452747983654,log_price_density,
test_2025,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,5,40000,1.0,8.474997804571423,log_price_density,
test_2025,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,60,40000,1.0,7.958127301980877,log_price_density,
test_2025,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,360,40000,1.0,7.378162702843245,log_price_density,
test_2025,SkewStudentT_TwoScaleMixed,SkewStudentT,TwoScaleMixed,1440,40000,1.0,6.820592363494293,log_price_density,
training_2021_2023,GED_TwoScaleMixed,GED,TwoScaleMixed,5,40000,1.0,8.00803860898305,log_price_density,
training_2021_2023,GED_TwoScaleMixed,GED,TwoScaleMixed,60,40000,1.0,7.572473445275932,log_price_density,
